OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,LONGITUDE,LATITUDE
CLINTON,DEPOSIT,SA,Coal - undifferentiated,138.0745,-34.1125
PENRHYN,DEPOSIT,SA,Coal - undifferentiated,134.6477,-29.3462
LEIGH CREEK LOBE E,DEPOSIT,SA,Coal - undifferentiated,138.4209,-30.5919
DOLLIE ROCKS,DEPOSIT,SA,"Limestone, Dolomite",140.6922,-37.802
WILLIAMS EVERARD,MINE,SA,Gypsum,138.3329,-33.9417
WELLINGTON LODGE,DEPOSIT,SA,Sand - undifferentiated,139.3415,-35.4262
MOUNT SERLE NO.7,DEPOSIT,SA,Barite,138.8281,-30.5426
RIFLE RANGE,DEPOSIT,SA,Iron,135.73,-34.6906
TOMNEY,DEPOSIT,SA,Kaolin,134.7186,-32.914
GREAT WHITE,DEPOSIT,SA,"Unspecified/Unknown, Kaolin, Halloysite",134.7393,-32.8286
YERKA HILL,MINE,SA,Sillimanite,140.2321,-32.2073
MANTA,DEPOSIT,SA,Kaolin,134.8069,-32.8479
HAMMERHEAD,DEPOSIT,SA,"Unspecified/Unknown, Halloysite, Kaolin",134.752,-32.7737
MORISHS ADIT,MINE,SA,Lead,138.1309,-30.7981
SEDAN,DEPOSIT,SA,Coal - undifferentiated,139.3013,-34.487
LAKE WANGARY,DEPOSIT,SA,Sand - undifferentiated,135.4958,-34.5307
TEA TREE GULLY NO.5,MINE,SA,Clay,138.7137,-34.82
TEA TREE GULLY NO.2,MINE,SA,Clay,138.7148,-34.8261
TEA TREE GULLY NO.4,MINE,SA,Clay,138.7157,-34.8218
NILPENA,MINE,SA,Barite,138.436,-30.9664
GREAT EXPECTATIONS,MINE,SA,"Mica, Rutile",138.9334,-34.7223
WIRREANDA,MINE,SA,"Ilmenite, Rutile, Tourmaline",138.929,-34.7165
T. WARD,MINE,SA,Ochre,139.0695,-32.8793
WARRIOOTA,MINE,SA,Calcite,138.1434,-30.8797
WATTS SUGARLOAF,MINE,SA,"Manganese, Phosphate",138.3455,-32.0484
COWELL JADE 59,DEPOSIT,SA,Jade,136.939,-33.4947
COWELL JADE 6,MINE,SA,Jade,136.9358,-33.4814
COWELL JADE 60,DEPOSIT,SA,Jade,136.9386,-33.4953
COWELL JADE 61,DEPOSIT,SA,Jade,136.939,-33.4955
COWELL JADE 62,DEPOSIT,SA,Jade,136.9382,-33.4955
COWELL JADE 63,DEPOSIT,SA,Jade,136.9383,-33.4956
COWELL JADE 64,DEPOSIT,SA,Jade,136.9381,-33.4958
COWELL JADE 65,DEPOSIT,SA,Jade,136.9161,-33.497
COWELL JADE 66,DEPOSIT,SA,Jade,136.9375,-33.4968
COWELL JADE 67,DEPOSIT,SA,Jade,136.9379,-33.4969
COWELL JADE 68,DEPOSIT,SA,Jade,136.9376,-33.4973
COWELL JADE 69,MINE,SA,"Jade, Dolomite",136.9369,-33.4974
FITTON TALC 33,MINE,SA,Talc,139.4446,-29.9084
FITTON TALC 36,MINE,SA,Talc,139.4846,-29.9419
WYATT,DEPOSIT,SA,Talc,139.5071,-29.9745
PROUTS BLOW,MINE,SA,Manganese,138.5572,-31.4235
PETER PAN,MINE,SA,Lead,139.0181,-33.3351
MOUNT CAERNARVON,MINE,SA,Barite,138.8305,-31.3493
THIRD PLAIN,DEPOSIT,SA,Zinc,138.8704,-31.2005
TOOTHS NOB,MINE,SA,Manganese,139.2084,-31.374
TURLEY,MINE,SA,Barite,138.8382,-31.3339
EAST PAINTER NO.3,MINE,SA,Uranium,139.3797,-30.228
EAST PAINTER NO.5,MINE,SA,Uranium,139.3869,-30.2254
EAST PAINTER NO.5A,MINE,SA,Uranium,139.3876,-30.2249
EMU,MINE,SA,"Zinc, Lead",138.4116,-30.6434
TWEEDIE GULLY NO.2,MINE,SA,Talc,138.9382,-34.631
LAKE YANINEE,MINE,SA,"Salt, Gypsum",135.2462,-32.988
WITCHELINA,DEPOSIT,SA,"Magnesite, Magnesia (magnesium oxide)",137.9905,-30.1176
ULTIMA DAM,MINE,SA,Jade,136.4656,-32.7347
BABBAGE SOUTH,DEPOSIT,SA,Dolomite,137.2668,-29.0052
DAVENPORT CREEK,DEPOSIT,SA,"Dolomite, Magnesium",137.4814,-29.5413
COWELL JADE 7,DEPOSIT,SA,Jade,136.9328,-33.4805
COWELL JADE 70,DEPOSIT,SA,Jade,136.9371,-33.4979
COWELL JADE 71,DEPOSIT,SA,Jade,136.9371,-33.4982
COWELL JADE 72,DEPOSIT,SA,Jade,136.9357,-33.4996
COWELL JADE 73,DEPOSIT,SA,Jade,136.9355,-33.4998
COWELL JADE 74,DEPOSIT,SA,Jade,136.9353,-33.5003
COWELL JADE 75,DEPOSIT,SA,Jade,136.9339,-33.5021
COWELL JADE 76,MINE,SA,Jade,136.9309,-33.5059
COWELL JADE 77,DEPOSIT,SA,Jade,136.9306,-33.5066
COWELL JADE 78,DEPOSIT,SA,Jade,136.9301,-33.507
COWELL JADE 79,DEPOSIT,SA,Jade,136.9297,-33.5079
COWELL JADE 8,MINE,SA,Jade,136.9322,-33.4831
COWELL JADE 80,DEPOSIT,SA,Jade,136.9293,-33.5082
COWELL JADE 81,DEPOSIT,SA,Jade,136.9284,-33.5087
COWELL JADE 82,DEPOSIT,SA,Jade,136.9279,-33.5095
COWELL JADE 83,DEPOSIT,SA,Jade,136.9277,-33.51
COWELL JADE 84,DEPOSIT,SA,Jade,136.9475,-33.4939
COWELL JADE 85,DEPOSIT,SA,Jade,136.946,-33.4943
COWELL JADE 86,DEPOSIT,SA,Jade,136.9454,-33.4949
COWELL JADE 87,DEPOSIT,SA,Jade,136.9454,-33.4951
COWELL JADE 88,DEPOSIT,SA,Jade,136.9452,-33.4957
COWELL JADE 89,MINE,SA,Jade,136.9419,-33.4979
COWELL JADE 9,DEPOSIT,SA,Jade,136.9315,-33.4869
COWELL JADE 90,MINE,SA,Jade,136.9404,-33.5001
COWELL JADE 91,DEPOSIT,SA,Jade,136.938,-33.5031
WISHARTS,MINE,SA,Gypsum,140.9227,-34.4499
GLEN WARWICK HUT,MINE,SA,Manganese,139.2334,-31.8039
FIRST HILL EAST,MINE,SA,Manganese,138.8416,-31.0873
ASHBORNE,MINE,SA,Silica sand,138.7205,-35.3373
KUITPO,MINE,SA,Silica,138.6641,-35.3061
HOOD,MINE,SA,Nickel,138.6705,-30.3075
HORN,MINE,SA,Uranium,139.409,-30.1942
CHAPMAN,MINE,SA,Salt,137.5943,-34.0214
KIROKA NO.2,DEPOSIT,SA,Gypsum,137.6566,-35.8775
MORRISON BEACH,MINE,SA,Heavy minerals,137.6664,-35.7402
SALT LAKE,MINE,SA,"Gypsum, Salt",137.6859,-35.8638
CAWTE PFEIFFER,MINE,SA,"Calcite, Limestone",139.2535,-35.1785
DUDLEY,MINE,SA,"Feldspar, Kaolin, Silica, Tourmaline",138.0247,-35.7805
GUERIN,MINE,SA,Limestone,139.2616,-35.0934
MCGLEW AND DAVIS,MINE,SA,"Salt, Gypsum",137.5499,-35.6326
WILHELM,MINE,SA,Iron ore,139.156,-34.4332
PURNONG,DEPOSIT,SA,Sand - undifferentiated,139.6409,-34.8808
SOUTHERN CROSS,DEPOSIT,SA,Unspecified/Unknown,139.4436,-34.6625
PORT GAWLER NO.2,MINE,SA,"Limestone, Sand - undifferentiated, Sea shells / shell grit",138.4336,-34.6276
PORT PRIME,MINE,SA,"Sea shells / shell grit, Limestone",138.3371,-34.5082
PEESEY SWAMP,MINE,SA,Salt,137.4896,-35.0411
MORALANA NORTH,DEPOSIT,SA,Barite,138.5014,-31.5901
AMDENA,MINE,SA,Ilmenite,138.5895,-35.3369
MOUNT JAGGED RUTILE,MINE,SA,Rutile,138.5493,-35.3982
MOUNT JAGGED,MINE,SA,Iron,138.5581,-35.3963
GARWOODS,DEPOSIT,SA,Sand - undifferentiated,138.9898,-35.2444
FRICKER,MINE,SA,Limestone,137.8105,-34.8562
GILES,MINE,SA,Salt,137.6679,-34.9946
GULDNER,MINE,SA,Salt,137.5073,-35.0084
HICKS,MINE,SA,Salt,137.7172,-34.1894
A.E. JENZEN,MINE,SA,Salt,137.4712,-35.0078
JUNG,MINE,SA,Salt,137.6682,-34.9685
KENNEDY,MINE,SA,Salt,137.67,-34.9558
KOOP,DEPOSIT,SA,Salt,137.5621,-34.9716
WANNA HUT,MINE,SA,Limestone,135.8613,-34.8995
LOMAX,DEPOSIT,SA,"Uranium, Uranium oxide",135.8449,-34.7225
HOSPITAL,DEPOSIT,SA,"Uranium, Uranium oxide",135.8483,-34.7241
PILLAWORTA,MINE,SA,"Iron ore, Quartzite",135.9557,-34.3742
COWELL JADE 104,DEPOSIT,SA,Jade,136.9306,-33.4883
COWELL JADE 103,DEPOSIT,SA,Jade,136.932,-33.4846
COWELL JADE 101,DEPOSIT,SA,Jade,136.9391,-33.4774
COWELL JADE 102,DEPOSIT,SA,Jade,136.9382,-33.4784
COWELL JADE 107,MINE,SA,Jade,136.9264,-33.4958
COWELL JADE 109,MINE,SA,Jade,136.9289,-33.5004
COWELL JADE 108,DEPOSIT,SA,Jade,136.9326,-33.5032
COWELL JADE 105,DEPOSIT,SA,Jade,136.933,-33.5028
COWELL JADE 106,DEPOSIT,SA,Jade,136.9329,-33.5037
COWELL JADE 112,MINE,SA,Jade,136.9408,-33.4997
COWELL JADE 115,DEPOSIT,SA,"Jade, Marble",136.9337,-33.4951
COWELL JADE 114,MINE,SA,Jade,136.9225,-33.4999
WALDEILA,DEPOSIT,SA,Sand - undifferentiated,138.5278,-35.2426
YANYARRIE STATION,MINE,SA,Manganese,138.5005,-32.3079
POWELLS,MINE,SA,Salt,139.8909,-37.2961
SAMWELL,MINE,SA,Salt,139.9504,-37.3336
UNGER,MINE,SA,"Sea shells / shell grit, Phosphate",140.3888,-37.8117
CARPENTER ROCKS,MINE,SA,"Silica, Phosphate",140.4091,-37.9218
COASTAL,MINE,SA,Silica,140.6797,-38.0578
BENARA CREEK,MINE,SA,Sea shells / shell grit,140.3972,-37.8546
MOUNT JAMES NO.1,MINE,SA,Barite,138.1365,-30.7114
WHITINGS,MINE,SA,Clay,138.714,-34.8293
SLEIGH,MINE,SA,Salt,139.2085,-35.2929
SIEBERS,MINE,SA,"Marble, Dolomite",138.8779,-34.5001
MOUNT BESSEMER,MINE,SA,"Iron ore, Hematite",138.8571,-34.6866
WILLIAMSTOWN,MINE,SA,"Kaolin, Clay, Feldspar, Kyanite, Mica, Rutile, Sillimanite, Vermiculite",138.9273,-34.6937
MURRAYS,MINE,SA,Mica,138.9362,-34.7086
WARREN RESERVOIR,MINE,SA,Clay,138.9284,-34.7057
MOUNT FALKLAND NO.1,MINE,SA,Barite,138.549,-31.1583
MOUNT FALKLAND NO.2,MINE,SA,Barite,138.5476,-31.1663
MOUNT FALKLAND NO.3,MINE,SA,Barite,138.5531,-31.1903
ARCOOTA CREEK,MINE,SA,Phosphate,138.7832,-31.9188
SALTWATER CREEK,MINE,SA,Asbestos,138.4898,-31.7668
BAIRSTOW,MINE,SA,Barite,138.7448,-31.3958
BLACK RANGE EAST,MINE,SA,Barite,138.8188,-31.8107
FARGNERS,MINE,SA,"Iron ore, Iron",138.6304,-31.0746
BOOKARTOO,MINE,SA,"Ochre, Mercury, Zinc",138.5335,-31.2598
BUNGOOLA,MINE,SA,Manganese,138.7989,-31.0715
COWELL JADE 92,DEPOSIT,SA,Jade,136.9415,-33.473
COWELL JADE 93,DEPOSIT,SA,Jade,136.9224,-33.499
COWELL JADE 94,DEPOSIT,SA,Jade,136.9224,-33.4989
COWELL JADE 95,DEPOSIT,SA,Jade,136.9225,-33.4987
COWELL JADE 96,DEPOSIT,SA,Jade,136.923,-33.498
COWELL JADE 97,DEPOSIT,SA,Jade,136.9232,-33.4975
COWELL JADE 98,DEPOSIT,SA,Jade,136.9231,-33.4974
OLD MILTALIE,MINE,SA,Manganese,136.8418,-33.5133
BOWMANS,DEPOSIT,SA,Coal - undifferentiated,138.2429,-34.1725
COFFIN BAY,MINE,SA,Limesand,135.5239,-34.6725
BROTHERS ISLAND,MINE,SA,Phosphate,135.3738,-34.5938
ISLAND LAGOON,DEPOSIT,SA,Sandstone,136.8688,-31.3966
KELLY,MINE,SA,Quartz - amethyst,136.5849,-33.2615
WEBB BEACH,MINE,SA,Salt,138.2728,-34.4326
BAKER CREEK,DEPOSIT,SA,Sea shells / shell grit,138.2649,-34.4748
BUNORA BALUMBAH,DEPOSIT,SA,Kaolin,136.3249,-33.2318
BEACH,MINE,SA,Salt,138.264,-34.4365
PORT PARHAM,MINE,SA,Sea shells / shell grit,138.264,-34.4303
KELLY TANK,DEPOSIT,SA,Kaolin,136.4933,-33.2698
KASEHAGEN AND TURNER,MINE,SA,Salt,137.5418,-35.6211
FAIRBANK,MINE,SA,Asbestos,136.7462,-33.5371
FISHERMAN BAY,DEPOSIT,SA,Sea shells / shell grit,137.9455,-33.5214
IRON BARON,MINE,SA,Iron,137.1543,-33.0086
IRON BARON SOUTH,MINE,SA,Iron,137.1488,-33.0189
IRON CAVALIER,MINE,SA,Iron,137.1509,-33.0307
IRON CHIEFTAIN,DEPOSIT,SA,"Iron, Manganese",137.1332,-33.1846
IRON DUCHESS SOUTH,MINE,SA,Iron,137.1099,-33.2519
IRON KNIGHT,MINE,SA,Iron,137.1066,-33.1909
IRON QUEEN,MINE,SA,Iron,137.1753,-33.0243
GORDON,MINE,SA,Salt,137.5429,-34.564
MYPONGA RUTILE,MINE,SA,Rutile,138.5432,-35.3969
IMBITCHA,MINE,SA,Clay,134.655,-27.7359
NORMANVILLE,MINE,SA,"Silica sand, Sand - undifferentiated",138.3162,-35.4341
CARRICKALINGA,MINE,SA,"Alunite, Limestone, Phosphate",138.3338,-35.4048
HELVETIA,MINE,SA,"Feldspar, Kaolin, Mica",138.4826,-35.4153
LITTLE GORGE,MINE,SA,Rutile,138.2751,-35.4828
MYPONGA,MINE,SA,Iron,138.4343,-35.4585
HEATHERDALE,MINE,SA,Phosphate,138.4419,-35.372
MOUNT CHAMBERS NORTH,MINE,SA,Barite,139.2239,-30.9495
MOUNT GEE,DEPOSIT,SA,"Uranium, Uranium oxide",139.3405,-30.2232
MOUNT HUTTON CENTRAL,DEPOSIT,SA,"Magnesite, Dolomite, Magnesia (magnesium oxide)",138.2581,-30.4486
MOUNT HUTTON SOUTH,DEPOSIT,SA,"Magnesite, Magnesia (magnesium oxide)",138.2887,-30.4779
LAKE HART,MINE,SA,Salt,136.3991,-31.2296
L.G. LUCAS,MINE,SA,Salt,137.7115,-34.2004
MAERSCHEL,MINE,SA,Salt,137.7624,-34.8228
MILLERS LIME,MINE,SA,Calcite,137.7803,-34.9164
RAMSAY PARK,DEPOSIT,SA,Salt,137.7674,-34.776
H.M. NANKIVELL,MINE,SA,Salt,137.7044,-34.9032
H.R. NANKIVELL,MINE,SA,Salt,137.7121,-34.8886
NATION,MINE,SA,Salt,137.5841,-34.9766
CUTTLEFISH,MINE,SA,Manganese,138.0168,-35.7331
IRON MONARCH,MINE,SA,Iron,137.1398,-32.744
MOUNT DAVIES NO.1,MINE,SA,"Chrysoprase, Agate",129.1676,-26.1522
PURPLE HILLS,MINE,SA,Quartz - amethyst,138.2635,-32.8886
SPIDER LAKE,MINE,SA,Gypsum,136.9232,-35.2278
WHITE LAKES NO.1,DEPOSIT,SA,Gypsum,135.5746,-34.1761
MINDARIE A2,MINE,SA,Heavy minerals,140.2237,-34.8035
FOUR MILE EAST,DEPOSIT,SA,"Uranium, Uranium oxide",139.5282,-30.1367
BOUNDRINA WEST,DEPOSIT,SA,Sand - undifferentiated,138.6122,-34.5817
HARNIMANS,DEPOSIT,SA,Sand - undifferentiated,138.6257,-34.5719
OLSSONS,MINE,SA,Salt,137.4538,-35.0218
PINE POINT,MINE,SA,"Iron ore, Ochre",137.8853,-34.538
PITT,MINE,SA,Alunite,137.825,-34.8306
PRICE,MINE,SA,Salt,137.9958,-34.2919
REDDING,MINE,SA,Salt,137.7006,-34.2053
SALLY,MINE,SA,Salt,137.6493,-34.995
MOUNT JAMES NO.3,DEPOSIT,SA,Barite,138.1349,-30.7091
KESTREL,DEPOSIT,SA,Iron,135.1215,-29.9965
BUZZARD,DEPOSIT,SA,Iron,135.1527,-29.9957
PECULIAR KNOB,DEPOSIT,SA,"Iron, Rare earth elements",135.3827,-29.5897
GIFFEN WELL,DEPOSIT,SA,Iron,134.7625,-30.3071
IRON DUKE,MINE,SA,Iron,137.1164,-33.2778
23 MILE,MINE,SA,Silica,137.2793,-32.829
BUCKALOWIE CREEK,MINE,SA,Phosphate,138.8772,-32.1731
IRON PRINCE,MINE,SA,"Iron, Dolomite",137.1577,-32.9922
BROOKLEIGH,MINE,SA,Rutile,138.9171,-34.6784
KIMBA NO.2,DEPOSIT,SA,Sand - undifferentiated,136.5984,-33.1011
KIMBA NO.1,DEPOSIT,SA,Sand - undifferentiated,136.5025,-33.089
CEMENT SQUARE NO.1,MINE,SA,Barite,138.7727,-31.1123
CEMENT SQUARE NO.2,MINE,SA,Barite,138.7744,-31.1108
EREGUNDA,MINE,SA,Manganese,138.797,-31.0724
AGRICOLA NORTH,MINE,SA,"Magnesite, Dolomite",139.6796,-36.1867
BARTON WEST,DEPOSIT,SA,Heavy minerals,132.3946,-30.3398
TRINKALEENA,MINE,SA,Lead,140.3197,-32.4045
ANNA,DEPOSIT,SA,Coal - undifferentiated,139.3507,-34.4525
HAMILTONS,DEPOSIT,SA,"Sand - undifferentiated, Clay",138.725,-34.7883
IRAGIE CREEK,DEPOSIT,SA,Dolomite,136.4433,-33.6846
BICKERS ISLAND,MINE,SA,Phosphate,135.9547,-34.7423
MARUM ISLAND,MINE,SA,Phosphate,136.2518,-34.5121
BERRY,MINE,SA,"Asbestos, Talc, Vermiculite",138.9038,-34.5741
SPRICHS,MINE,SA,Mica,138.9269,-34.715
NORMANDY,MINE,SA,"Clay, Feldspar, Kaolin, Mica, Rutile, Sillimanite",138.9193,-34.6883
WARRENS,MINE,SA,"Clay, Mica, Rutile, Sillimanite",138.9299,-34.6992
WILLS,deposit,SA,Sand - undifferentiated,138.8834,-34.6472
PORT GERMEIN,deposit,SA,Sea shells / shell grit,138.0315,-33.0563
WINGELLINA,deposit,SA,"Nickel, Chrysoprase, Cobalt, Iron ore, Iron, Rare earth elements",128.938,-26.0424
STANLEYS,MINE,SA,Graphite,136.4213,-33.438
OODNADATTA,MINE,SA,Ochre,135.3647,-27.4977
WINTINNA EAST,DEPOSIT,SA,Coal - undifferentiated,135.1423,-27.8284
NILPENA NORTH,MINE,SA,Barite,138.4284,-30.9568
H.G. ANESBURY,MINE,SA,Manganese,138.5664,-32.5954
BENDLEBY SOUTH,MINE,SA,Manganese,138.7958,-32.3457
BISMARK,MINE,SA,Kaolin,138.661,-32.8957
PROUTS,MINE,SA,"Manganese, Cobalt",138.4143,-32.2722
J.M. CAREY,MINE,SA,"Clay, Kaolin",138.4077,-32.8774
LAKE PHILLIPSON,DEPOSIT,SA,Coal - undifferentiated,134.485,-29.445
AROONA NO.2,DEPOSIT,SA,"Zinc, Lead",138.3841,-30.6173
CARRIBIE NO.1,MINE,SA,"Dolomite, Limestone",136.9727,-35.0302
DIAMOND LAKE,MINE,SA,Salt,137.6378,-35.1124
LAKE SUNDAY,MINE,SA,Salt,137.5696,-35.0021
HEITMANN,MINE,SA,Salt,137.5564,-35.0177
HONNER,MINE,SA,Salt,137.5905,-35.0242
INNES LAKE,MINE,SA,Gypsum,136.8887,-35.2753
CLINTON CENTRE WEST,deposit,SA,Sand - undifferentiated,137.9509,-34.2433
OODLA WIRRA NO.1,MINE,SA,"Iron ore, Iron, Ochre",139.09,-32.8355
MALTESE CROSS,MINE,SA,Ochre,139.0571,-32.8854
LAKE NEWLAND,MINE,SA,Salt,134.8613,-33.4055
FOWLERS BAY,MINE,SA,Gypsum,132.4677,-31.8914
C.T. JENZEN,MINE,SA,Salt,137.5979,-35.0489
LAKE FOWLER,MINE,SA,Gypsum,137.617,-35.1007
LAKE FOWLER,MINE,SA,Salt,137.5951,-35.0769
TEA TREE SWAMP,MINE,SA,Salt,137.3139,-35.1434
MARION LAKE,MINE,SA,Gypsum,136.9158,-35.2545
OLDLAND,MINE,SA,Salt,137.6501,-35.0329
BAIRD BAY,MINE,SA,"Sand - undifferentiated, Silica sand",134.3757,-33.1747
PAYNTER,MINE,SA,Salt,137.2732,-35.1583
PEESEY,MINE,SA,Gypsum,137.4812,-35.0389
SHARPE,MINE,SA,Salt,137.6089,-35.1251
SNOW LAKE,MINE,SA,"Gypsum, Salt",136.9542,-35.248
HICKS HILL,DEPOSIT,SA,Iron,135.0303,-30.7967
AJAX,MINE,SA,Barite,138.4405,-30.6698
MOUNTAIN CORK,MINE,SA,Attapulgite,139.0894,-32.8113
G.A. EDMUNDS,MINE,SA,Sulphur,139.0531,-32.8897
ROCK VALLEY CREEK,MINE,SA,Graphite,135.878,-34.4527
LINCOLN PLUMBAGO,MINE,SA,Graphite,135.7411,-34.7863
ULEY,MINE,SA,Graphite,135.7019,-34.7992
GREENPATCH,DEPOSIT,SA,Iron,135.7796,-34.646
BURRAWING CORNER,DEPOSIT,SA,Dolomite,136.1099,-34.2719
BURRAWING SOUTH,DEPOSIT,SA,Dolomite,136.107,-34.2763
TUMBY BAY,MINE,SA,Talc,136.0957,-34.29
DALWOODS,MINE,SA,Asbestos,136.0297,-34.3267
LAKE MACDONNELL,MINE,SA,"Gypsum, Salt",133.0826,-32.0267
KNOWLING,MINE,SA,Gypsum,139.1884,-33.7895
BOREE ROCKS,DEPOSIT,SA,Granite,132.4998,-31.8808
LAKE BUMBUNGA,MINE,SA,Gypsum,138.1965,-33.9117
LOCHIEL,MINE,SA,Salt,138.1736,-33.9183
LILY DORA,MINE,SA,Phosphate,139.1192,-33.837
LOCHIEL,DEPOSIT,SA,Coal - undifferentiated,138.2217,-33.904
OLD CUDLAMUDLA,MINE,SA,Manganese,138.3835,-32.0545
DONELLY COMSTOCK,MINE,SA,"Iron ore, Iron, Zinc",138.0311,-32.1812
DUNNS,MINE,SA,Phosphate,138.611,-32.7609
EGMONT,MINE,SA,Lead,138.7634,-32.1345
ELLEN,MINE,SA,Manganese,138.4113,-32.2293
ETNA,MINE,SA,Manganese,138.3682,-32.0712
NIDDRIE,MINE,SA,Barite,138.5145,-30.4959
GOLDEN GULLY,MINE,SA,Lead,138.8793,-32.8385
CLARKE BROTHERS,deposit,SA,Sand - undifferentiated,139.83,-36.8746
CAVETON,deposit,SA,Limestone,140.7638,-37.9252
CAMPOONA CENTRAL,deposit,SA,Graphite,136.4655,-33.5489
MOUNT JOHN,MINE,SA,Turquoise,139.1873,-31.0119
CHAPMAN,DEPOSIT,SA,Unspecified/Unknown,135.8209,-34.5867
REAPHOOK HILL,MINE,SA,"Zinc, Unspecified/Unknown",139.2979,-31.394
MORRISON,MINE,SA,"Manganese, Cobalt, Rare earth elements",139.2821,-33.4073
HONEYMOON,DEPOSIT,SA,"Uranium, Uranium oxide",140.6619,-31.742
NIELSON,MINE,SA,Kaolin,138.2179,-33.3436
PORTERS LAGOON,MINE,SA,Salt,138.8744,-33.8287
BUGLE HUT,deposit,SA,Calcite,140.7824,-34.2769
STANITZKI,deposit,SA,Calcite,140.7825,-34.272
WISHARTS EAST,deposit,SA,Gypsum,140.9368,-34.2967
HAMPELS KOONUNGA,MINE,SA,Phosphate,139.0061,-34.3712
THACKARINGA,deposit,SA,"Cobalt, Sulphur",141.2377,-32.0754
WHITES ALFORD,deposit,SA,Sand - undifferentiated,137.7774,-33.7982
HAYDONS,deposit,SA,Sand - undifferentiated,138.6122,-34.5423
ST KILDA,DEPOSIT,SA,Salt,138.5484,-34.7184
WADELLA,MINE,SA,Magnesite,136.0191,-34.3294
JUBILEE BORE,MINE,SA,Lead,138.9637,-30.8973
BALCANOONA B,MINE,SA,Magnesite,139.2307,-30.4798
STOKES,MINE,SA,Magnesite,136.0404,-34.309
CORUNDUM CREEK,MINE,SA,"Corundum - undifferentiated, Phosphate",139.308,-30.2284
CORNBROOK,MINE,SA,Phosphate,139.0828,-34.4947
DITTRICH,MINE,SA,"Marble, Limestone",139.1024,-34.4213
JOHNSONS,MINE,SA,Barite,138.7834,-34.805
MOUNT CRYSTAL,MINE,SA,Barite,138.7864,-34.8286
VARCOES AREA A,MINE,SA,Barite,138.7394,-34.8662
PRAIRIE,MINE,SA,Barite,138.8028,-34.8552
URAIDLA,MINE,SA,Barite,138.7415,-34.9757
GLEN ALTA,MINE,SA,Barite,138.7338,-34.9931
ELBOW,MINE,SA,Barite,138.6678,-34.9697
F.J. SPENCE,MINE,SA,Barite,138.8577,-34.7049
NEWLANDS NORTH,MINE,SA,Barite,139.0668,-34.2509
LINKES,MINE,SA,Asbestos,139.1217,-34.3912
IRISH WELL,deposit,SA,Heavy minerals,131.1264,-29.9122
IRON DUCHESS NORTH,deposit,SA,Iron,137.1044,-33.2405
PEERALILLA,MINE,SA,"Ironstone, Iron ore, Iron",138.622,-35.4708
PETREL COVE,MINE,SA,Heavy minerals,138.5915,-35.5951
PANNIKAN,deposit,SA,Uranium,139.5573,-30.1165
NANKABUNYANA,MINE,SA,Barite,138.2559,-30.564
PUTTAPA GAP,MINE,SA,Barite,138.4101,-30.7169
SIMMONSTON,MINE,SA,Manganese,138.0979,-32.0342
MOOLOOLOO,MINE,SA,Barite,138.4498,-30.6591
LANGTON ISLAND,MINE,SA,Tungsten,136.2514,-34.5934
KALKAROO EAST,DEPOSIT,SA,"Uranium, Uranium oxide",140.6986,-31.7389
YARRAMBA,DEPOSIT,SA,"Uranium, Uranium oxide",140.6435,-31.6176
GOULDS DAM,DEPOSIT,SA,"Uranium, Uranium oxide",139.9493,-31.4707
BLUNDYS,deposit,SA,Calcite,140.6409,-36.2522
BROOKS DAM,deposit,SA,"Uranium, Uranium oxide",140.6516,-31.7321
LAKE GREENLY,MINE,SA,Gypsum,135.416,-34.3618
MOUNT MYSTERY,MINE,SA,Hematite,133.6982,-26.972
LAKE MALATA,MINE,SA,Gypsum,135.5069,-34.2081
ALLERTON HILLS,DEPOSIT,SA,Kaolin,135.3798,-34.1629
JOMOCO,MINE,SA,"Magnesite, Limestone",139.0604,-33.913
FERTICO,MINE,SA,Magnesite,139.0664,-33.9237
IRON EMPRESS,deposit,SA,Iron,137.1577,-32.9798
IRON BARONESS,deposit,SA,Iron,137.15,-32.9995
MINDARIE B,deposit,SA,Heavy minerals,140.2726,-34.8119
WEST MOUNT HUT,deposit,SA,Magnesia (magnesium oxide),137.7763,-30.0081
BENCAT,deposit,SA,Heavy minerals,139.9963,-35.0169
SIVIOUR,deposit,SA,Graphite,136.4283,-33.918
IRONBANK SOUTH,MINE,SA,"Iron ore, Ironstone",138.6912,-35.0618
LADY MILDRED,MINE,SA,"Feldspar, Silica",138.7087,-35.0715
LONGWOOD,MINE,SA,"Clay, Shale, Silica",138.7194,-35.0567
NELDERS,MINE,SA,Magnesite,139.0693,-33.9413
RUEDIGERS,MINE,SA,Asbestos,139.1434,-33.9033
SAINT LIME,MINE,SA,Limestone,138.187,-33.345
O.K. BRICKWORKS,DEPOSIT,SA,Shale,138.166,-33.2652
LOCHIEL NORTH,DEPOSIT,SA,Coal - undifferentiated,138.2985,-33.7393
BEVERLEY,MINE,SA,"Uranium, Uranium oxide",139.5917,-30.1914
PERNATTY LAGOON,MINE,SA,"Manganese, Barite, Ochre",137.2092,-31.598
POTTICARY,MINE,SA,Salt,138.211,-34.2635
DERMODYS,MINE,SA,Phosphate,138.8902,-34.2698
HAWKES,MINE,SA,Iron ore,138.8897,-34.2728
MCARTHYS,MINE,SA,Phosphate,138.9541,-34.3574
BROOKS,deposit,SA,Sandstone,138.8021,-35.3727
